Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 16V,BCA,1390,55,75,09/01 → 09/10
1.6,AWH,1595,74,100,10/99 → 09/00
1.6,"AYD, BFS",1595,75,102,09/00 → 09/10
1.8 T,"APH, AVC, AWU, AWV",1781,110,150,06/98 → 09/10
1.8 T,AWP,1781,132,180,06/01 → 06/04
1.9 TDI,AGR/ALH,1896,66,90,06/98 → 02/01
1.9 TDI,"ATD, AXR, BEW",1896,74,100,10/00 → 09/10
1.9 TDI,BSW,1896,77,105,07/05 → 09/10
2.0,"AEG,PK,QY,ZG,ZJ,BER",1984,85,115,06/98 → 09/10
2.0,"BEV, CBPA",1984,85,115,07/07 → 10/10
2.3 V5,AGZ,2324,110,150,01/99 → 12/00
2.3 V5 24V,AQN,2324,125,170,10/00 → 09/05
2.5 V5,"BPR, BPS",2480,110,150,08/05 → 09/10
3.2 RSI,AXJ,3189,165,225,05/00 → 07/01
