Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.6 (B2,B2B,B2C)",AR 06100,1567,81,110,05/85 → 09/89
1.6 KAT (B2B/B2C),AR 61101,1567,81,110,05/89 → 02/92
1.6 i.e.,AR 61101,1570,76,103,05/85 → 09/89
"1.8 (B1A,B1B)",AR 06202,1779,85,116,09/85 → 06/89
1.8 (B1H),AR 06202,1773,95,129,08/89 → 02/92
"1.8 Turbo (B1C,B1D,B1G)",AR 06134,1779,110,150,06/86 → 02/92
"1.8 i.e. (B1L,B1F)",AR 61202,1779,88,120,09/88 → 02/92
1.8 i.e. (B1H),AR 61201,1779,90,122,08/89 → 02/92
1.8 i.e. Turbo (B1E),AR 06158,1779,114,155,02/86 → 01/90
2.0 (162 BA),AR 06212,1962,94,128,05/85 → 10/88
"2.0 T.S. (4CB,B4,B4A)",AR 06224,1962,107,146,01/87 → 02/92
"2.0 T.S. (B4,B4A)",AR 06224,1962,109,148,01/85 → 02/92
"2.0 TD (BD,BG)",VM 80 A,1995,70,95,05/85 → 02/92
2.4 TD,VM 81 A,2393,82,113,01/89 → 02/92
2.5 (162 B3),"AR 01911, AR 01646",2492,110,150,02/86 → 12/88
2.5 V6 KAT,AR 01648,2492,113,154,09/86 → 04/89
"3.0 (B6,B6A)",AR 06124,2959,136,185,01/87 → 12/90
"3.0 (B6,B6A)",AR 06120,2959,136,185,01/87 → 02/92
3.0 (B6C),AR 61503,2959,141,192,02/90 → 02/92
