Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.4 DI Turbodiesel,Duratorq,2402,55,75,01/02 → 07/06
2.4 DI Turbodiesel TDE,Duratorq D4FA,2402,88,120,01/02 → 07/06
2.5 Diesel,Ford,2498,56,76,04/98 → 05/05
2.5 Diesel,Peugeot,2498,53,72,04/96 → 07/98
2.5 Turbodiesel,Ford,2498,74,100,04/98 → 05/05
2.5 Turbodiesel,Peugeot,2498,71,96,04/96 → 07/98
3.5 Diesel,Andoria 4CT90-1/A7,,73,100,07/93 → 05/05
3.5 Diesel,And. 4CT90-1/BEA07,,73,100,09/98 → 05/05
3.5 Petrol,,,,,04/98 → 05/05
