Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V,182 A4.000,1581,76,103,01/96 → 07/99
1.6 LE,159 B9.000,1581,66,90,07/94 → 07/99
1.6 i.e.,835 C1.000,1581,55,75,04/93 → 07/99
1.6 i.e.,835 A1.046,1581,57,78,08/89 → 03/93
1.6 i.e.,835A1.000,1581,66,90,08/89 → 06/94
1.8,835 A2.046,1756,74,101,07/94 → 07/99
1.8 GT,,1747,96,131,03/96 → 07/99
1.8 LE,,1747,83,113,03/96 → 07/99
1.8 i.e.,835 A2.046,1756,77,105,09/89 → 07/99
1.8 i.e. LE,835 C5.000,1756,66,90,08/93 → 07/99
1.9 Turbo DS,835 A4.046,1929,66,90,04/89 → 07/99
2.0,836 A3.000,1995,102,139,07/94 → 07/99
2.0 Integrale,835 A7.046,1995,124,169,11/90 → 07/94
2.0 i.e.,835 A5.046,1995,83,113,09/89 → 07/99
2.0 i.e. Automatik,835 A5.046,1995,83,113,06/92 → 07/99
2.0 i.e. Turbo,835 A8.046,1995,119,162,04/91 → 07/99
