Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
0.6,Daihatsu 548 ccm,548,24,33,01/87 → 12/91
0.7,Daihatsu 617 ccm,617,23,31,01/84 → 12/87
0.7,Daihatsu EF (659 ccm),659,23,31,01/90 → 01/95
0.9,BLM C 99 H,986,32,44,05/74 → 02/82
0.9,BLM C 99 H,986,35,48,05/74 → 02/82
1.0,Daihatsu CB,993,39,53,09/91 → 12/95
1.0,BLM C 99 H,993,39,53,05/74 → 02/82
1.0,BLM C 99 H,993,27,37,10/85 → 10/91
1.2,BLM C 99 H,1256,47,64,08/76 → 02/82
1.3 De Tomaso,BLM C 99 H,1256,51,69,08/76 → 02/82
