Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"2.5 TDCi (ES, ET)",WLAA,2499,105,143,05/06 → 03/12
"3.0 TDCi (ES, ET)",WEAT,2953,115,156,05/06 → 03/12
