Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.05i,AAU,1043,33,45,03/93 → 08/99
1.0i,AER,999,37,50,09/96 → 08/99
1.3i,AAV,1272,40,54,03/93 → 08/99
1.4,ABD/AEX/AKV/APQ/ANW/AKK/AUD,1391,44,60,09/93 → 08/99
1.4i 16V,AFH,1390,74,101,09/96 → 08/99
1.6i,ABU/AEE/ALM,1598,55,75,03/93 → 08/99
1.6i,1F,1595,55,75,10/94 → 06/99
1.6i,1F,1598,55,75,05/94 → 08/99
1.6i,AFT,1595,74,101,04/96 → 08/99
1.7 SDI,,1716,44,60,07/97 → 08/99
1.8,"ACC, ABS, ADZ",1781,66,90,03/93 → 08/99
1.8 GTi 16V,ADL,1781,95,129,11/93 → 08/99
1.9 D,1Y,1896,50,68,10/94 → 08/99
1.9 D/SDI,AEF,1896,47,64,03/93 → 08/99
1.9 TD,AAZ,1896,55,75,03/93 → 08/99
1.9 TDI,"1Z, AGR, AHU, ALH",1896,66,90,08/96 → 05/02
1.9 TDI,AFN,1896,81,110,09/96 → 08/99
2.0i,"AGG, 2E",1984,85,116,03/93 → 08/99
2.0i 16V,ABF,1984,110,150,08/96 → 08/99
