Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 60,127 A6.000,1049,44,60,01/79 → 09/82
1.1 60,"146 A.048, 131 C1.000",1116,43,58,04/85 → 12/87
1.1 60,138 B1.000,1116,40,55,02/83 → 10/85
1.3 65,138 A1.000,1301,48,65,01/78 → 09/82
1.3 65,138 B2.000,1301,50,68,01/83 → 04/85
1.3 70,149 A3.000/7.000,1301,48,65,11/83 → 08/85
1.3 75,138 A3.000,1301,55,75,01/81 → 09/82
1.5 85,138 A4.000,1498,63,85,01/81 → 09/82
1.5 85,138 B3.000,1498,60,82,01/83 → 12/87
"1.5 85 CL,S",149 A5.000,1498,58,79,08/85 → 05/87
1.5 85 S,138 A4.000,1498,63,86,01/80 → 07/89
1.5 85 S,138 B3.000,1498,60,82,01/80 → 07/89
1.5 S i.e.75 CL,138 C3.048,1498,55,75,03/83 → 05/87
1.5 S i.e.75 CL,138 C.048,1498,55,75,09/85 → 12/88
1.6 100 S,138 AR.048,1574,74,101,10/85 → 12/87
1.6 105,138 AR.000,1585,77,105,01/83 → 12/87
1.6 105 Sport,138 AR.000,1585,77,105,05/81 → 12/82
1.6 90 i.e.,149 C2.000,1595,66,90,09/85 → 12/87
1.7 D,138 B6.000,1698,43,58,01/83 → 10/85
1.7 D,138 A.5000,1698,40,55,10/79 → 09/82
1.7 D,149 B3.000,1677,44,60,05/85 → 12/87
1.7 D 55,,1714,43,58,10/79 → 09/82
1.9 TD,831 D1.000,1911,59,80,12/85 → 12/87
2.0 125 TC Abarth,138 AR1.000,1995,92,125,11/81 → 09/82
2.0 130 TC Abarth,138 AR2.000,1995,96,130,04/83 → 12/87
