Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.4 TL,GTL",847 720,1387,47,64,02/80 → 10/85
1.6 (136),,1647,52,71,04/83 → 10/85
"1.6 TS,GTS (1362)",A6M 726,1635,71,97,10/80 → 10/85
1.6i Turbo (1365),A5L 750,1553,97,132,09/83 → 10/85
"2.0 TX,GTX (1363)",J6R 726,1981,81,110,10/80 → 10/85
2.1 TD (136),J8S 712,2068,65,88,08/82 → 10/85
