Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3 DIG-T (T32),HR13DDT,1332,118,160,01/19 →
1.6 DIG-T (T32),MR16DDT,1618,120,163,06/15 →
1.6 dCi (T32),R9M,1598,96,131,07/14 →
1.7 DCi (T32),R9N,1749,96,131,04/19 →
1.7 DCi (T32),R9N,1749,110,150,11/18 →
1.7 DCi (T32),R9N,1749,120,163,04/19 →
2.0 (T32),MR20DD,1997,106,144,09/14 →
2.0 dCi (T32),M9R,1995,130,177,10/16 →
2.5 (T32),QR25DE,2488,126,171,04/14 →
