Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.9 D,230 A2.000,1929,51,69,03/94 → 03/02
1.9 D,DJY (XUD9A),1905,50,68,04/98 → 03/02
1.9 TD,230 A3.000,1929,60,82,03/94 → 03/02
1.9 TD,230 A4.000,1929,66,90,08/94 → 03/02
1.9 TD,DHX,1905,59,80,05/98 → 11/01
1.9 TD,DHX (XUD9TE),1905,66,90,04/98 → 03/02
1.9 TDI,230 BNAB,1929,66,90,10/98 → 02/02
2.0,"RFW, RWF",1998,80,109,03/94 → 03/02
2.0 JTD,,1997,80,109,09/00 → 03/02
2.0 JTD,,1997,62,84,10/01 → 03/02
2.5 D,8140.67,2500,62,84,03/94 → 03/02
2.5 TDI,8140.47,2500,85,116,03/94 → 03/02
2.5 TDI,8140.47R,2500,80,109,07/94 → 03/02
2.8 D,,2800,64,87,02/98 → 03/02
2.8 JTD,8140.43S,2800,93,127,09/00 → 03/02
2.8 TDI,8140.43,2800,90,122,10/97 → 03/02
2.8 idTD,,2800,90,122,02/98 → 03/02
2.8 idTD,8140.43,2800,64,87,04/98 → 03/02
