Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6,154A.048,1585,61,83,12/85 → 02/89
"1.9 TD (LL,PL)",,1929,66,90,05/89 → 08/96
1.9 TD i.d.,154D1.000,1929,69,94,11/92 → 12/96
2.0 16V,154 E1.000,1995,101,137,08/92 → 12/96
2.0 CHT (154),,1995,74,100,01/91 → 09/92
2.0 CHT (AC),154 A1.000,1995,66,90,12/85 → 02/89
2.0 i.e. (AD),154 C3.000,1995,88,120,03/87 → 09/90
"2.0 i.e. (AM,LM)",154 C3.046,1995,85,116,10/87 → 08/96
2.0 i.e. (AM),834 B.048,1995,83,113,03/86 → 09/90
2.0 i.e. Turbo (AM),154 A2.000,1995,114,155,12/85 → 06/90
"2.0 i.e. Turbo (AM,LM)",934 C.146,1995,110,150,06/87 → 08/96
2.0 i.e. Turbo,834 C.146,1995,111,151,11/86 → 11/88
2.5 D,8144.67,2499,55,75,12/85 → 12/89
2.5 TD (AE),8144.91.2000,2428,74,101,12/85 → 02/89
"2.5 TD (LL,PL)",8144.97,2500,85,115,05/89 → 08/96
2.5 TDE,8144.97S,2500,77,105,12/91 → 08/96
2.5 V6,834 G.000,2492,117,159,06/93 → 12/96
