Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0,178 A1.000,994,45,61,04/96 → 10/03
1.1,,1108,,,04/96 →
1.2,"176A8.000, 178B5.000",1242,54,73,04/96 → 10/02
1.2,188 A5.000,1242,44,60,02/01 → 08/02
1.2,188 A5.000,1242,59,80,09/01 → 10/04
1.4 (178),350 A1.000,1368,63,86,10/02 → 10/04
1.4,,1372,51,69,04/96 → 10/02
1.5,178 A 5011,1497,56,76,01/97 → 09/02
1.6 16V,,1581,74,100,04/96 → 02/01
1.6 16V,,1596,76,103,09/01 → 01/12
1.7 TD,176 A3.000,1697,51,69,04/96 → 03/01
1.9 D,,1910,46,63,03/01 →
1.9 JTD,188 A2.000,1910,57,78,10/01 →
1.9 JTD,188 A2.000,1910,80,109,06/02 →
