Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
200 GE (W463.220/221),M 102.965,1996,80,109,01/90 → 07/93
230 GE (W461/463),M 102.989,2298,93,126,06/90 → 02/93
230 GE (W461/463),M 102.979,2298,90,122,02/93 → 12/94
230 GE (W461/463),M 102.989/996,2298,92,125,06/93 → 12/94
250 GD (W463),OM 602.931,2497,69,94,06/90 → 12/94
290 GD (W461),OM 602.942,2874,70,95,04/92 → 06/97
290 GD Turbodiesel (W461),OM 602.983,2874,88,120,07/97 → 12/98
300 GD (W463),OM 603.931,2996,83,113,09/89 → 12/95
300 GE (W463),M 103.987,2960,128,174,09/89 → 12/95
300 GE (W463),M 103.987,2960,125,170,09/89 → 12/95
350 GD TD (W463),OM 603.972,3449,100,136,09/91 → 12/93
G 270 CDI (W463.322/323),OM 612.966,2685,115,156,09/01 → 09/06
G 280 CDI (W461),OM 642.975,2987,135,184,05/07 →
G 300 CDI Professional (W461),OM 642.884,2987,135,184,12/10 →
G 300 TD (W463),OM 606.964,2996,130,177,09/96 → 12/00
G 320 (W463),M 104.995/996,3199,155,211,09/94 → 04/98
G 320 CDI (W463),OM 603.972,3449,100,136,09/96 → 08/99
G 320 CDI (W463),OM 642.970,2987,165,224,09/06 → 08/09
G 320 V6 (W463),M 112.945,3199,158,215,03/98 → 09/06
G 350 CDI (W463),OM 642.970,2987,165,224,07/09 → 12/11
G 350 CDI BlueTEC (W463),OM 642.886,2987,155,211,04/10 →
G 350 d (463.342/346/348),OM 642.886/887,2987,180,245,06/15 →
G 36 AMG (W463),M 104.996,3606,200,272,01/95 → 09/98
G 400 CDI (W463),OM 628.962,3996,184,250,10/00 → 09/06
G 500 (W463),M 113.962,4966,218,296,04/98 → 08/08
G 500 (W463),M 273 E55,5461,285,388,09/08 →
G 500 (W463.234),M 176.980,3982,310,421,06/15 →
G 500 E (W463.228),M 117.965,4973,177,241,09/93 → 05/98
G 55 AMG (W463),M 113.982,5439,260,354,04/99 → 06/04
G 55 AMG Kompressor (W463),M 113.993,5439,350,476,06/04 → 08/06
G 55 AMG Kompressor (W463),M 113.993,5439,368,500,09/06 → 08/08
G 55 AMG Kompressor (W463),M 113.993,5439,373,507,09/08 → 07/12
G 63 AMG (W463.272/273),"M 157.980, M 157.984",5496,400,544,05/12 →
G 63 AMG (W463.272),M 157.984,5461,420,571,06/15 →
G 63 AMG (W463.280),M 177.980,3982,430,585,10/22 →
G 65 AMG (W463.274/275),M 279.982,5980,450,612,06/12 →
G 65 AMG (W463.274/275),M 279.982,5980,463,630,03/15 →
