Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 16V,KR,1781,100,136,04/89 → 07/92
1.8 G60,PG,1781,118,160,09/88 → 09/93
2.0i,ADY,1984,85,115,04/93 → 12/95
2.0i 16V,9A,1984,100,136,08/91 → 12/95
2.8 VR6,AAA,2792,128,174,09/91 → 12/95
2.9 VR6,ABV,2861,140,190,08/91 → 12/95
