Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
GLK 200 (204.934),M274.920,1991,135,184,09/13 → 08/15
GLK 200 CDI BE (204.901),OM 651.913/916,2143,105,143,07/10 → 08/15
"GLK 220 CDI BE/BlueTEC (204.902, 204.984, 204.997)","OM 651.916, OM 651.912",2143,125,170,04/09 → 08/15
GLK 250 (204.936/937),M274.920,1991,155,211,05/13 → 08/15
GLK 250 CDI BE/BlueTEC (204.982),OM 651.912,2143,150,204,12/09 → 08/15
GLK 280 (204.981),M 272.948,2996,170,231,10/08 → 06/09
GLK 300 (204.981),M 272.948,2996,170,231,06/09 → 04/11
GLK 300 4-matic,M 276.957,3498,185,252,09/09 → 06/15
GLK 320 CDI (204.983),OM 642.961,2987,165,224,06/08 → 06/09
GLK 350 (204.956/987),M 272.961,3498,200,272,10/08 → 04/11
GLK 350 CDI (204.983/992),OM 642.961,2987,165,224,06/09 → 12/10
GLK 350 CDI (204.992),OM 642.832,2987,170,231,10/10 → 07/12
GLK 350 CDI BlueEFFICIENCY (204.993),OM 642.835,2987,195,265,05/12 → 08/15
GLK 350 CGI BlueEFFICIENCY (204.988),M 276.957,3498,225,306,01/11 → 08/15
