Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 16V,F14D3,1399,70,95,03/04 → 03/13
1.6 16V,F16D3,1598,80,109,03/04 → 03/13
1.8 16V,T18SED,1998,90,122,03/04 → 03/13
2.0 D,,1991,89,121,02/07 →
