Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.0 (6K1, 6K2)","AST, AVZ",999,51,69,06/01 → 08/02
1.0i,"AER, ALD, ANV, AUC",999,37,50,09/96 → 10/02
1.4,ANX,1390,40,54,12/97 → 04/99
1.4 16V,"APE, AUA",1390,55,75,06/99 → 12/02
1.4i,"AEX, AKK, AKV, ANW, APQ, AUD",1390,44,60,06/94 → 10/02
1.4i 16V,"AFH, AQQ, AUB",1390,74,101,09/96 → 10/02
1.6i,ABU/AEE/ALM,1598,55,75,03/93 → 10/02
1.6i,1F,1595,55,75,10/94 → 06/99
1.6i,"AFT, AEH, AKL, APF, AUR",1595,74,101,07/96 → 10/02
1.7 SDI,,1716,44,60,07/97 → 06/99
1.8 GTi 16V,ADL,1781,95,129,10/93 → 06/99
1.8 T 20V,"AQX, AYP",1781,115,156,06/99 → 12/02
1.8i,"ABS, ACC, ADZ",1781,66,90,02/93 → 09/02
1.9 D,1Y,1896,47,64,01/96 → 06/99
1.9 D,1Y,1896,50,68,10/93 → 06/99
1.9 SDI,"AGP, AQM",1896,50,68,06/99 → 12/02
1.9 SDI,AEY,1896,47,64,01/96 → 06/99
1.9 TD,AAZ,1896,55,75,10/93 → 06/99
1.9 TDI,"AHU, 1Z, AGR, ALH",1896,66,90,08/96 → 10/02
1.9 TDI,"AFN, ASV",1896,81,110,09/96 → 10/02
2.0 GTi,"AGG, 2E",1984,85,116,10/93 → 06/99
2.0i 16V,ABF,1984,110,150,08/96 → 06/99
