Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1200 Junior,L (VAZ,WAS 2105)",BA3 2101,1198,44,60,09/81 → 04/12
1200 Junior/L,2101,1198,44,60,09/84 → 02/85
1300 Kombi,BA3 2105,1294,48,65,09/85 → 12/97
"1300 Spezial,L (VAZ,WAS 2105)",BA3 2105,1294,48,65,05/81 → 04/12
1500 (WAS 21053),BA3 2103,1452,55,75,03/85 → 04/12
1500 Kombi,BA3 2103,1458,55,75,09/85 → 02/93
1500 Kombi,BA3 2103 (KAT),1451,49,67,08/94 → 04/04
1500 S (WAS 21093),,1499,52,71,06/89 → 04/12
1600 (WAS 21074),BA3 2106,1570,56,76,01/88 → 10/01
1600 (2105),BA3 2106,1569,54,73,05/00 → 04/12
1700 Kombi,,1690,62,84,08/94 → 04/12
1700i Classic (VAZ2107),,1690,62,84,06/96 → 04/12
