Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4,"ABD, AEX, APQ",1391,44,60,11/91 → 10/98
1.4,ABD,1391,40,55,11/91 → 10/98
1.6,ABU/AEA/AEE,1598,55,75,09/92 → 10/98
1.6,AFT,1595,74,101,10/94 → 10/98
1.8,AAM,1781,55,75,11/91 → 10/98
1.8,ABS/ADZ,1781,66,90,11/91 → 10/98
1.9 D,1Y,1896,48,65,11/91 → 10/98
1.9 SDI,AEY,1896,47,64,04/97 → 10/98
1.9 TD,AAZ,1896,55,75,11/91 → 10/98
1.9 TDI,"AHU, ALE, 1Z",1896,66,90,09/93 → 10/98
1.9 TDI,AFN,1896,81,110,04/96 → 10/98
1.9 TDi,"BKC,BLS,BXE",1896,77,105,08/05 → 10/10
2.0,"AGG, ABA, AKR, 2E",1984,85,115,11/91 → 10/98
2.0 16V,ABF,1984,110,150,01/92 → 10/98
2.0 GL,AEP,1984,79,107,05/96 → 12/97
2.8 VR6,AAA,2792,128,174,01/92 → 10/98
