Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,AR 06416,1962,102,138,06/87 → 10/98
2.0 T.S.,AR 06420,1962,109,148,06/87 → 09/92
"2.0 T.S. (A2,2C,2H,2L)",AR 06420,1962,105,143,06/87 → 09/92
"2.0 T.S. (H1A,H3)",AR 64103 Kat.,1995,106,144,09/92 → 10/98
2.0 Turbo,AR 06476,1955,128,174,10/87 → 10/98
2.0 V6 Turbo (A2G),AR 64102,1997,150,204,03/91 → 09/92
2.0 V6 Turbo (K3),AR 64102,1996,148,201,09/92 → 10/98
2.5 TD (A1A),VM 84 A,2500,84,114,06/87 → 09/92
"2.5 TD (K2A,K2B)",VM 32 B,2499,92,125,09/92 → 10/98
2.5 V6,AR 66201,2492,120,163,09/92 → 10/98
3.0 (AB),AR 06412 Kat.,2959,135,184,06/87 → 09/92
3.0 24V (K1),AR 66301,2959,155,211,09/92 → 10/98
"3.0 24V Q4 (K1M,K1C)",AR 64307,2959,170,231,02/94 → 08/98
3.0 24V QV (H1),AR 64304,2959,171,233,09/92 → 10/98
3.0 IE QV (AG),AR 64301,2959,147,200,09/90 → 09/92
3.0 V6 (A),AR 06410,2959,141,192,06/87 → 09/92
"3.0 V6 (H1A,H1B)",AR 64305,2959,132,180,09/92 → 10/98
