Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.1 (N2),HDZ (TU1M),1124,44,60,03/91 → 06/97
1.4 D,K9Y (TUD3Y),1360,37,50,07/94 → 10/97
1.4i (N2),KDX (TU3M/Z),1360,55,75,03/91 → 06/97
1.4i (N2),KDY (TU3M),1360,55,75,10/93 → 10/97
1.5 D (N2),VJY/VJZ (TUD5),1527,42,57,06/96 → 02/98
1.6i (N2),BFZ/BDY (XU5JP/M),1580,65,88,03/91 → 10/97
1.8 D (N2),161A (XUD7),1769,44,60,06/93 → 10/97
1.8i (N2),LFZ (XU7JP),1761,74,101,07/92 → 10/97
1.8i 16V (N2),LFY (XU7JP4),1761,81,110,01/96 → 02/98
1.9 D (N2),DJZ (XUD9Y),1905,47,64,03/91 → 10/97
1.9 D (N2),D9B (XUD9A),1905,51,70,06/94 → 10/97
1.9 TD (N2),DHY (XUD9TE/Y),1905,66,90,07/92 → 10/97
1.9i (N2),DKZ (XU9JA),1905,88,120,03/91 → 10/97
2.0i (N2),RFX (XU10J2),1998,89,121,07/92 → 10/97
2.0i 16V (N2),RFY (XU10J4/Z),1998,112,152,07/92 → 10/94
2.0i 16V (N2),RFT (XU10J4/Z),1998,110,150,06/94 → 10/97
2.0i 16V (N2),RFS (XU10J4RS),1998,120,163,05/96 → 10/97
