Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V,"K4M 710, K4M 711, K4M 714",1598,79,107,11/00 → 12/07
1.6 16V,K4M 716,1598,82,112,04/05 → 08/07
1.6 BiFuel (BG0/1_),K4M 714,1598,79,107,03/01 → 12/07
1.8 16V,F4P,1783,88,120,11/00 → 12/07
1.9 dCi,F9Q,1870,88,120,11/00 → 12/07
1.9 dCi,F9Q-754,1870,79,107,11/00 → 12/07
1.9 dCi,F9Q-752,1870,74,100,09/01 → 05/05
1.9 dCi,F9Q-664,1870,68,92,03/04 → 09/07
1.9 dCi,F9Q,1870,81,110,04/05 → 12/07
1.9 dCi,F9Q,1870,96,130,04/05 → 12/07
2.0 16V,F4R712-715,1998,99,135,03/01 → 12/07
2.0 16V GT Turbo,F4R764,1998,150,205,04/05 → 09/07
2.0 16V IDE,IDE-F5R,1948,103,140,11/00 → 08/03
2.0 16V Turbo,F4R764,1998,121,165,11/02 → 08/05
2.0 16V Turbo,F4R764,1998,125,170,04/05 → 09/07
2.0 dCi 16V,M9R 700/740,1995,110,150,10/05 → 08/06
2.0 dCi 16V,M9R,1995,127,173,02/06 → 12/07
2.2 dCi,G9T,2188,98,134,11/00 → 03/02
2.2 dCi,G9T,2188,84,114,04/04 → 11/05
2.2 dCi 16V,G9T-702,2188,110,150,02/02 → 08/06
2.2 dCi 16V FAP,G9T,2188,102,139,12/04 → 12/07
3.0 V6 24V,L7X 731,2946,152,207,03/01 → 12/07
