Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 (GF7W),4J11,1998,112,152,04/13 →
2.0 BiFuel,,1998,107,146,10/12 →
2.0 Hybrid PHEV (GG2W),4B11,1998,147,200,04/13 →
2.0 MIVEC (GF2W),4B11,1998,110,150,07/12 →
"2.2 DI-D (GF6W, GF6V)",4N14,2179,110,150,07/12 →
2.2 DI-D,4N14,2268,132,179,05/15 →
2.4,4B12,2360,123,167,10/12 →
2.4 Hybrid PHEV,,2360,99,135,09/18 →
2.4 Hybrid PHEV,4B12,2360,165,224,09/19 →
2.4L (GF3W),4B12;4J12,2360,124,169,12/12 →
"3.0 GT (GG_W, GF_W, ZJ)",6B31,2998,167,227,08/12 →
"3.0 GT (GG_W, GF_W, ZJ)",6B31,2998,169,230,08/12 →
