Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V,ZN1(4XE1),1588,97,132,10/89 → 11/95
1.6 16V Turbo,ZT1 (4XE-MT),1588,123,167,10/89 → 11/95
