Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
3.6 (V6),,,,,01/12 → 12/13
3.6 Crew Luxe (V6),,,,,01/12 → 12/13
3.6 Limited (V6),,,,,01/14 → 12/14
4.7,EVA,4701,172,234,11/03 → 12/09
5.7 (WD),EZH,5654,268,364,01/11 →
5.7 Citadel (V8),,,,,01/12 → 12/13
5.7 Crew Luxe (V8),,,,,01/12 → 12/13
5.7 R/T (V8),,,,,01/14 → 12/14
5.9 RT (V8),,5900,184,250,01/01 → 12/03
