Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,R2A (XU102C),1998,84,114,05/89 → 04/94
2.0 Turbo,RGX (XU10J2TE),1998,108,147,05/94 → 12/00
2.0i (Y3A),RDZ (XU10MZ),1998,79,107,05/89 → 04/94
2.0i,RFZ (XU10J2),1998,89,121,05/89 → 12/00
2.0i 16V,PFV (XU10J4R),1998,97,132,05/94 → 12/00
2.0i Turbo,RGY (XU10J2TE/Z),1998,104,141,09/92 → 12/00
2.1 D12,P9A (XUD11A),2138,60,82,05/89 → 12/00
2.1 D12 Turbo,"PJZ/PHZ(XUD11ATE),P8C(XUD11BTE",2088,80,109,05/89 → 12/00
2.5 TD,THY (DK5ATE),2446,95,129,05/94 → 12/00
3.0 V6,UFZ (ZPJ/Z),2963,123,167,05/89 → 12/00
3.0 V6,ES9J4,2946,140,190,04/97 → 12/00
3.0 V6 24,UKZ (ZPJ4/Z),2963,147,200,05/89 → 12/00
