Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8,LFZ (XU7JP),1761,73,99,02/96 → 07/02
1.9 D,,1905,68,92,10/95 → 12/98
1.9 TD,D8B (XUD9TF),1905,66,90,11/94 → 07/02
1.9 TD,D8B (XUD9T),1905,68,92,10/95 → 12/98
2.0,RFU (XU10J2/C),1998,89,121,06/94 → 07/00
2.0 16V,PFV (XU10J4R),1998,97,132,05/98 → 09/00
2.0 16V,EW10J4,1997,100,136,05/00 → 07/02
2.0 HDI,DW10 ATED,1998,80,109,09/99 → 07/02
2.0 Turbo,RGX (XU10J2TE),1998,108,147,06/94 → 07/00
2.1 TD,P8C (XUD11BTE),2088,80,109,05/96 → 07/02
