Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V,TU5JP4,1587,80,109,09/05 → 04/10
1.6 16V LPG (N68),,1587,80,109,09/05 → 12/10
1.6 Chrono,,1587,74,101,04/01 → 10/04
1.6 HDI 110,DV6TED4,1560,80,109,03/04 → 04/10
1.6 HDI 90,DV6ATED4,1560,66,90,09/05 → 04/10
1.6i,NFZ (TU5JP),1587,65,88,12/99 → 04/10
1.6i,TU5JP,1587,66,90,01/00 → 04/10
1.6i,TU5JP,1587,70,95,09/00 → 04/10
1.8 SX (N68),LFY (XU7JP4),1761,76,103,06/00 → 08/05
1.8i 16V,XU7JP4/EW7J4,1749,85,116,01/00 → 04/10
2.0 HDI,DW10TD (RHY),1998,66,90,12/99 → 04/10
2.0 HDI 110,DW10ATED,1998,80,109,12/99 → 04/10
2.0i 16V,RFN (EW10),1998,100,136,02/03 → 04/10
