Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 TCe (JZ16),H5F 404,1197,97,132,01/13 →
1.2 TCe,H5F 400,1197,85,116,04/12 →
1.4 16V (JZ0F),H4J,1397,96,130,06/09 →
1.5 dCi FAP (JZ1M),K9K,1461,78,106,06/09 →
1.5 dCi FAP (JZ0A),K9K-830,1461,63,86,04/09 →
1.5 dCi FAP (JZ1M),K9K,1461,81,110,06/09 →
1.5 dCi FAP,K9K 846,1461,70,95,11/10 →
1.6 16V (JZ0V),K4M,1598,81,110,06/09 → 12/13
1.6 dCi 130,R9M,1598,96,131,05/11 →
1.9 dCi FAP (JZ0J),F9Q,1870,96,130,06/09 →
2.0 16V (JZ0G),M4R,1997,103,140,06/09 →
2.0 dCi FAP (JZ0L),M9R 610,1995,118,160,06/09 →
2.0 dCi FAP (JZ0Y),M9R 615,1995,110,150,06/09 →
