Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 Cabrio,D,1192,25,34,01/60 → 12/64
1.5,H,1493,32,44,01/66 → 12/69
1.6,,1584,35,48,07/71 → 07/74
1.6,AD,1584,37,50,01/70 → 12/73
