Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 HDi 110 FAP,DV6CTED,1560,82,112,03/10 →
1.6 HDi 115 FAP,DV6C,1560,84,114,01/12 →
1.6 HDi FAP,DV6TED4,1560,80,109,04/08 →
1.6 THP 155,"EP6DT, EP6CDT",1598,115,156,04/09 →
1.6 VTi 120,EP6C,1598,88,120,10/10 →
1.8 16V,EW7A,1749,92,125,04/08 →
2.0 16V,EW10A,1997,103,140,04/08 →
2.0 BlueHDi 150,AHX (DW10FD),1997,110,150,05/15 →
2.0 HDi 140 FAP,DW10BTED4,1997,103,140,04/09 →
2.0 HDi 165 FAP,DW10CTED4,1997,120,163,04/09 →
2.0 HDi 180,AHW (DW10FC),1997,133,181,03/15 →
2.0 HDi FAP,DW10BTED4,1997,100,136,04/08 → 03/09
2.2 HDi 200 FAP,DW12C,2179,150,204,10/10 →
2.2 HDi FAP,DW12BTED4,2179,125,170,04/08 → 12/11
2.7 V6 HDi FAP,DT17BTED4,2721,150,204,04/08 →
3.0 V6,ES9A,2946,155,211,04/08 →
3.0 V6 HDI FAP,DT20C,2992,177,240,07/09 → 10/14
