Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 Q4,55273835,1995,257,350,08/17 →
2.0 Turbo,,1995,147,200,08/16 →
2.0 Turbo,55273835,1995,206,280,08/16 →
2.2 D (952),"46335975, 55275156, 55284636",2143,118,160,08/18 →
2.2 D (952),,2143,140,190,08/18 →
2.2 JTDm 16V (952),,2143,100,136,04/16 →
2.2 JTDm 16V (952),,2143,110,150,04/16 →
2.2 JTDm 16V (952),,2143,132,180,04/16 →
2.2 JTDm 16V (952),,2143,154,209,10/16 →
2.9 (952),,2891,383,521,11/19 →
2.9 GTA,,2891,397,540,05/20 →
2.9 V6 Bi-Turbo (952),,2891,375,510,04/16 →
