Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.33 VVT,1NR-FE,1329,74,101,10/08 → 07/14
1.4,4ZZ-FE,1398,71,97,01/07 → 11/13
1.6 16V,1ZR-FE,1598,91,124,04/07 → 04/13
1.6 16V,1ZR-FAE,1598,97,132,01/09 → 11/13
1.6 VVTI (ZZE141),3ZZ-FE,,80,109,08/07 → 06/13
1.6 VVTi,1ZR-FE,1598,100,136,03/07 → 12/10
1.8 (E15),1ZZ-FE,1794,94,128,11/06 → 12/09
1.8 16V,2ZR-FAE,1798,108,147,01/09 → 11/13
1.8i 16V DOHC (E15),2ZRFE,1798,100,136,05/07 → 07/14
2.0 D-4D,1AD-FTV,1998,93,126,04/07 → 07/14
2.2 D-4D,2AD-FHV,2231,130,177,02/07 →
