Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
0.9 Twin Air,,875,77,105,10/13 →
0.9 Twin Air,,875,48,65,09/12 →
0.9 Twin Air Turbo,,875,63,85,08/10 →
1.0 Mild Hybrid,463 41 162,999,51,69,01/20 →
1.2,169A4.000,1242,51,69,07/07 →
1.3 D,312 B5.000,1248,57,77,06/16 →
1.3 JTD 16V,169.A1.000,1251,55,75,07/07 →
1.3 JTD 16V,,1251,70,95,01/10 →
1.4 16V,"169A6.000, 169A3.000",1368,74,100,07/07 →
1.4 16V Abarth,,1368,132,180,07/08 →
1.4 16V Abarth (Assetto Corse),,1368,140,190,08/08 →
1.4 16V Abarth Turbo,,1368,99,135,07/08 →
1.4 16V Abarth Turbo C,,1368,103,140,07/08 →
1.4 Abarth (595),312 B4.000,1368,107,145,05/16 →
1.4 Abarth (595 Turismo),,1368,121,165,05/16 →
1.4 Abarth Essesse,"312 A1.000, A3.000, B4.000",1368,118,160,08/08 →
500 e,,,70,95,10/20 →
500 e,,,83,113,09/12 →
500 e,,,87,118,10/20 →
Electric,,,24,33,10/10 →
