Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0i,,999,38,52,02/97 → 09/99
1.0i,,999,48,65,09/99 → 04/02
1.1,,,37,50,09/95 → 12/96
1.25i 16V,ZETEC DHA/DHB,1242,55,75,01/96 → 04/02
1.3,,1299,37,50,01/96 → 04/02
1.3i,,1299,44,60,01/96 → 04/02
1.4i 16V,ZETEC,1388,66,90,04/96 → 04/02
1.6 16V,,1597,65,88,02/00 → 04/02
1.6 Sport 16V,,1597,76,103,04/99 → 04/02
1.8 D,RTJ/RTK,1753,44,60,01/96 → 05/00
1.8 DI Turbodiesel,Lynx TC(RTN/RTP/RTQ),1753,55,75,04/00 → 04/02
1.8 TDI Turbodiesel,C9DC,1753,66,90,03/00 → 04/02
