Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8,105 (XM7),1796,60,82,01/82 → 10/85
1.8,105 (XM7),1796,55,75,09/83 → 10/85
1.8,,1796,62,84,09/85 → 10/86
2.0,106 (XN1),1971,71,97,11/80 → 12/85
2.0,106E (XN1A),1971,72,98,09/85 → 10/86
2.0 Break,,1971,60,82,04/82 → 11/87
2.0 Break,106 (XN1),1971,69,94,08/83 → 12/85
"2.0 Ti,STi",829 (ZEJ),1995,81,110,08/79 → 10/86
2.2,851 (ZDJ),2165,85,116,05/81 → 10/84
2.2,851X (ZDJL),2165,84,114,03/86 → 12/93
2.2 GTI,851B (ZDJL),2165,90,122,08/83 → 12/93
2.2 GTI (851Y),ZDJL,2165,96,130,08/83 → 12/93
2.2i Turbo,176B (N9TE),2155,114,155,03/84 → 10/88
2.2i Turbo,176X (N9TE),2155,110,150,01/86 → 12/87
2.3 TD,147 (XD2S),2304,59,80,09/80 → 06/86
2.5 D,155 (XD3),2498,55,75,06/81 → 12/93
2.5 D,155 (XD3),2498,51,69,10/81 → 11/90
2.5 TD,,2498,70,95,10/83 → 12/90
2.5 TD,152A (XD3T),2498,66,90,10/83 → 12/93
2.5 TD,152B (XD3TE),2498,77,105,10/86 → 12/93
2.8 GTI V6,154X (ZN3J),2849,105,143,06/86 → 12/93
