Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.2 TSI (5M1, 521)",CBZB,1198,77,105,11/09 → 12/13
"1.2 TSI (5M1, 521)",CBZA,1198,63,86,05/10 → 12/13
"1.4 16V (1K1, 1K5, AJ5, 5M1, 521)","BUD, CGGA",1390,59,80,06/06 → 09/09
"1.4 16V (1K1, 1K5, 5M1)",BCA,1390,55,75,10/03 → 06/06
"1.4 FSI (1K1, 1K5, AJ5, 5M1, 521)","BKG, BLN",1390,66,90,12/03 → 09/09
"1.4 TSI (1K5, 5M1, 521)","CAVD, CNWA, CTHD",1390,118,160,10/08 → 12/13
"1.4 TSI (1K1, 1K5, AJ5, 5M1, 521)",CAXA,1390,90,122,06/07 → 12/13
"1.4 TSI (1K1, 1K5, AJ5, 5M1, 521)",BMY,1390,103,140,06/06 → 09/09
"1.4 TSI (1K1, 1K5, AJ5, 5M1, 521)",BLG,1390,125,170,11/05 → 09/09
"1.6 16V (1K1, 1K5, AJ5, 5M1, 521)","BGU, BSE, BSF, CCSA",1595,75,102,12/03 → 09/09
"1.6 BiFuel (5M1, 521)",CHGA,1595,75,102,05/09 → 12/13
"1.6 FSI (1K1, 1K5, AJ5, 5M1, 521)","BAG, BLF, BLP",1598,85,115,10/03 → 07/08
"1.6 TDI (5M1, 521)",CAYC,1598,77,105,03/09 → 12/13
"1.9 TDI (1K1, 1K5, AJ5, 5M1, 521)","BJB, BKC, BXE, BLS",1896,77,105,10/03 → 09/09
"1.9 TDI (1K1, 1K5, AJ5, 5M1, 521)","BRU, BXF, BXJ",1896,66,90,03/04 → 09/09
"2.0 FSI (1K1, 1K5, AJ5, 5M1, 521)","AXW, BLR/X/Y,BVX/Y/Z",1980,110,150,12/03 → 09/09
"2.0 FSI (1K1, 1K5, AJ5, 5M1, 521)",BHY,1980,115,156,08/06 → 11/08
"2.0 GTI (1K1, 1K5, AJ5)","AXX, BPY,BWA, CAWB, CBFA, CCTA",1984,147,200,11/04 → 09/09
2.0 SDI (1K1),BDK,1968,55,75,12/03 → 09/09
"2.0 TDI (5M1, 521)","CBDC, CLCA",1968,81,110,01/09 → 12/13
"2.0 TDI (1K1, 1K5, AJ5, 5M1, 521)",BVB,1968,96,131,11/05 → 09/09
"2.0 TDI (1K1, 1K5, AJ5, 5M1, 521)","AZV, BKD, BMM, CBDA,CBDB, CFHC",1968,103,140,10/03 → 09/09
2.0 TDI (1K1),BMN,1968,125,170,11/05 → 09/09
2.0 TFSI GTI (1K1),BYD,1984,169,230,11/06 → 09/09
3.2 R32 (1K1),"BUB, CBRA",3189,184,250,11/05 → 09/09
