Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
3.7 GT Zagato,,3670,230,314,05/60 → 10/63
3.7 GT4,,3670,221,302,06/59 → 10/63
3.7 Vantage,,3670,195,266,01/59 → 10/63
3.7 Volante,,3670,176,240,02/58 → 10/63
