Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V (T27),1ZR-FAE,1598,97,132,01/09 → 10/18
1.6 D-4D (T27),1WW,1598,82,111,04/15 → 10/18
1.8 16V (T27),2ZR-FAE,1798,108,147,01/09 → 10/18
2.0 (T27),1AZ-FE,1998,100,136,11/08 → 04/11
2.0 (T27),3ZR-FE,1987,102,139,12/12 → 10/18
2.0 16 V (T27),3ZR-FAE,1987,112,152,01/09 → 10/18
2.0 D-4D (T27),1AD-FTV,1998,93,126,01/09 → 10/11
2.0 D-4D (T27),1AD-FTV,1998,91,124,11/11 → 10/18
2.0 D-4D (T27),2WW,1998,105,143,04/15 → 10/18
2.2 D-4D (T27),"2AD-FHV, 2AD-FTV",2231,110,150,01/09 → 10/18
2.2 D-CAT (T27),2AD-FHV,2231,130,177,01/09 → 10/18
