Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 (A161A/V),4 G 32,1597,55,75,09/80 → 05/84
2.0 (A163/163V),4 G 63,1997,75,102,09/80 → 05/84
2.0 Turbo ECi (A164),4 G 63 T,1997,125,170,05/82 → 05/84
2.3 TD (A167/A167V),4 D 55 T,2347,62,84,09/80 → 05/84
