Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
207 D (601/T1),OM 615.944,1988,53,72,08/77 → 01/89
207 D (601/T1),OM 616.917,2350,48,65,04/77 → 12/82
207 D (601/T1),OM 616.917,2400,53,72,05/77 → 08/82
207 D (601/T1),"OM 616.937,939",2400,53,72,09/82 → 03/89
208 (601/T1),"M 115.955, 972",2300,62,85,05/77 → 08/82
208 D (601/T1),OM 601.940,2273,58,79,11/88 → 02/96
208 D (601/T1),OM 601.940,2290,59,80,10/88 → 02/96
208 D (601/T1),OM 601.940,2273,60,82,10/88 → 02/96
209 D (601/T1),OM 617.913,2938,65,88,09/82 → 01/90
210 (601/T1),M 115.955/972,2300,63,86,05/77 → 08/82
210 (601/T1),M 102.955,2299,63,86,08/82 → 10/89
210 (601/T1),M 102.942/946,2276,70,95,07/82 → 02/96
210 (601/T1),M 102.945,2298,77,105,05/89 → 02/96
210 (601/T1),M 102.942/945,2299,74,100,08/82 → 02/96
210 (601/T1),M 102.942,2299,70,95,08/82 → 10/89
210 D (601/T1),OM 602.940,2842,70,95,10/88 → 02/96
210 D (601/T1),OM 602.940,2874,72,98,06/89 → 02/96
210 D (601/T1),OM 602.940,2874,71,96,10/88 → 02/96
L 206,Austin-A 60,1620,40,54,01/72 → 02/73
L 206 DG,OM 615,1988,44,60,03/73 → 07/77
"L 206, D",OM 615,1988,40,55,01/71 → 02/73
L 207,Austin-A 70,1790,51,70,03/73 → 07/77
