Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 TCe 110,H5F 400,1197,85,116,05/12 → 08/15
1.2 TCe 130 (EZ16),H5F 404,1197,97,132,01/13 →
1.4 16V (BZ0F),H4J 700,1397,96,130,06/10 →
1.5 dCi,K9K 832,1461,78,106,11/13 → 08/15
1.6 16V,K4M 858,1598,81,110,06/10 →
1.6 16V Hi-Flex,K4M 866,1598,81,110,06/10 →
1.6 dCi 130,R9M,1598,96,131,05/11 →
1.9 dCi FAP (BZ0J),F9Q,1870,96,130,06/10 →
2.0 16V,M4R 711,1998,103,140,06/10 →
2.0 16V TCe,F4R 870,1998,132,180,06/10 →
2.0 dCi FAP (BZ0L),M9R 610,1995,118,160,06/10 →
