Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
200t (GRL1),8AR-FTS,1998,180,245,10/15 →
250 (GRL11),4GR-FSE,2499,154,209,01/12 →
300 (JZS147),2JZ-GE,2997,156,212,03/93 → 11/97
300 (JZS160),2JZ-GE,2997,161,219,10/00 → 04/05
300 (GRS190),3GR-FSE,2995,183,249,04/05 → 12/11
300 T3 (JZS160),2JZ-GE,2997,163,222,12/97 → 09/00
300h (Hybrid) (GRL1),2AR-FSE,2494,164,223,01/14 →
350 (GRS196),2GR-FSE,3456,223,303,04/05 → 12/12
350 (GRL10/15),2GR-FSE,3456,234,318,03/12 →
400 (JZS160),1UZ-FE,2969,216,294,12/97 → 11/00
430 V8 (JZS160),3UZ-FE,4300,207,283,11/00 → 04/05
430 V8 (UZS190),3UZ-FE,4293,208,283,04/05 → 12/11
450h (Hybrid) (GWS191),2GR-FSE,3456,254,345,01/06 → 12/11
450h (Hybrid) (GWL10),2GR-FXE,3456,254,345,01/12 → 09/18
460 (UZS190),1UR-FE,4608,255,347,05/08 → 12/11
5.0 F (URL10),2UR-GSE,4969,351,477,10/15 →
