Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 16V (3110),Rover 20T4,1996,100,136,01/97 →
2.0 16V (3102),Rover 20T4,1996,100,136,01/86 →
2.1 TDi,,2134,70,95,02/93 → 12/10
2.3,ZMZ 4062.10,2287,107,145,01/07 → 12/10
2.3 16V (3102),ZMZ 406.10,2287,110,150,01/95 → 12/97
2.3i (3110),ZMZ 4062.10,2287,96,131,02/93 → 03/04
2.3i (3111),ZMZ 4062.10,2287,103,140,01/00 → 12/03
2.4 (3102),ZMZ 4021.10 (402.10),2445,77,105,01/86 → 12/97
2.5 D,ZMZ- 20ZLT,2446,67,91,10/94 → 04/98
2.5i (3110),ZMZ 4052.10,2464,110,150,01/97 →
2.5i (3111),ZMZ 4052.10,2464,114,155,01/00 → 09/04
