Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
0.6,141 A.000,652,22,30,01/82 → 07/04
0.7,141 B.000,770,25,34,01/86 → 12/92
0.7 (750 Kat.),156A4.000/048,770,25,34,01/95 → 12/97
0.7 Van,141 B.000,764,25,34,01/86 → 07/92
0.8 34,,837,25,34,02/81 → 12/85
0.9 45,100 GL3.000,896,33,45,09/82 → 12/85
0.9 4x4,A 112 B1.054,952,35,48,09/83 → 12/85
0.9 Kat.,1170 A1.046,899,29,40,04/92 → 12/96
1.0,,999,37,50,01/85 → 12/92
1.0,,999,32,44,01/86 → 04/92
1.0 Van,156 A2.100,986,32,44,01/86 → 07/89
1.0 4x4,,986,37,50,01/86 → 12/92
1.0 4x4,156 A2.100,986,32,44,01/86 → 07/89
1.0 i.e. 4x4 Kat.,141 C2.000,999,33,45,10/87 → 05/91
1.0 i.e. Kat.,141 C2.000,999,33,45,10/87 → 08/98
1.0 i.e. Van,156A2.246,999,33,45,08/92 → 02/04
1.1 4x4 Trekking,156 C.046,1108,37,50,10/91 → 07/04
1.1 Kat.,156 C.046,1108,37,50,03/92 → 12/99
1.1 i.e. 4x4 Country CL,176 B2.000,1108,40,54,02/95 → 07/04
1.1 i.e. Selecta,176 B2.000 / 187 A1.000,1108,40,54,02/95 → 09/03
1.3 D,156A5.000,1302,27,37,01/86 → 12/92
