Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 16V,D4F740,1149,55,75,09/05 → 12/14
1.2 16V,D4F742,1149,55,75,07/08 → 12/12
1.2 16V,D4F,1149,48,65,12/05 → 12/12
1.2 16V Turbo TCE,D4F 784,1149,74,100,09/06 → 12/14
1.4 16V,K4J780,1390,72,98,09/05 → 12/12
1.5 dCi,,1461,55,75,08/10 → 12/14
1.5 dCi,K9K 752,1461,48,65,05/05 → 12/12
1.5 dCi,K9K766/K9K770/K9K772/750,1461,63,86,09/05 → 12/14
1.5 dCi,K9K764,1461,78,106,09/05 → 12/14
1.5 dCi,K9K768/K9K766,1461,50,68,09/05 → 12/14
1.6 16V,K4M800/801,1598,82,112,09/05 → 02/10
1.6 16V (GT),K4M 862,1598,94,128,05/09 → 12/14
1.6 16V,K4M804,1598,65,88,09/05 → 10/07
2.0 16V,F4R 830,1998,147,200,05/06 → 12/14
2.0 16V,M4R 700,1998,102,140,12/06 → 12/14
