Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.8 FSI,BDX,2773,154,210,09/07 → 03/10
3.0 V6,"ASN, BBJ",2976,162,220,08/03 → 05/06
3.0 V6 TDI,"ASB, BNG",2976,171,233,09/03 → 03/10
3.2 FSI,BPK,3123,191,260,06/05 → 03/10
3.7,BFL,3697,206,280,10/02 → 03/10
4.0 TDI,ASE,3936,202,275,05/03 → 07/05
4.2,BFM,4172,246,335,10/02 → 06/06
4.2 FSI,BVJ,4163,257,350,06/06 → 03/10
4.2 TDI,"BMC, BVN",4134,240,326,07/05 → 03/10
5.2 V10 (S8),BSM,5204,331,450,06/06 → 03/10
6.0 W12,"BHT, BTE, BSB",5998,331,450,02/04 → 03/10
