Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.1 (831 ABO),831 B8.000,1116,47,64,01/86 → 08/92
1.3 (831 ABO),831 A2.000,1280,55,75,09/79 → 08/92
1.3 (831 ABO),,1301,58,79,09/83 → 08/92
1.5 (831 ABO),831 B1.000,1465,63,86,09/79 → 04/86
1.6 GT (831 ABO),831 A4.000,1574,77,105,11/82 → 04/86
1.6 HF (831 ABO),,1585,103,140,08/86 → 08/88
1.6 HF Turbo (831 ABO),831 B7.046,1574,97,132,04/87 → 08/92
1.6 HF Turbo (831 ABO),,1585,122,166,08/86 → 05/93
1.6 HF Turbo (831 ABO),831 A7.000,1585,96,131,10/83 → 12/86
1.6 i.e. (831 ABO),835 C1.000,1581,55,75,06/93 → 08/99
1.6 i.e. GT (831 ABO),831 B7.000,1585,80,109,08/86 → 08/88
1.6 i.e. GT SUPER (831 ABO),149 C2.000,1574,66,90,05/87 → 08/92
1.9 Turbo DS (831 ABO),831 D1.000,1929,59,80,10/86 → 08/94
2.0 HF 4WD (831 ABO),831 B5.000,1995,122,166,11/86 → 08/88
2.0 HF Integrale (831 ABO),831 C5.000,1981,133,181,10/87 → 02/89
2.0 HF Integrale (831 ABO),831 C5.046,1995,130,177,03/89 → 12/92
2.0 HF Integrale 16V (831 ABO),831 D5.000,1995,144,196,03/89 → 09/91
