Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 EcoBoost,C10FD0X,998,63,86,05/17 →
1.0 EcoBoost,M0JA,998,70,95,12/19 →
1.0 EcoBoost,C10FD0X,998,74,101,05/17 →
1.0 EcoBoost,C10FD0X,998,92,125,05/17 →
1.0 EcoBoost,C10FD0X,998,103,140,05/17 →
1.0 EcoBoost mHEV,"B7JA, B7JB, B7JC",999,92,125,07/20 →
1.0 EcoBoost mHEV,BZJA,999,114,155,07/20 →
1.1,Duratec TI-VCT (C11FD0X),1098,51,69,05/17 →
1.1,Duratec TI-VCT PFI (C11FD0X),1098,63,86,05/17 →
1.1,Duratec TI-VCT (C11FD0X),1084,55,75,10/19 →
1.1 LPG,Duratec TI-VCT (C11FD0X),1084,55,75,10/19 →
1.5 ST,,1596,147,200,04/18 →
1.5 TDCI,C15DSOX (DV5FD),1499,63,86,05/17 →
1.5 TDCI,C15DSOX (DV5FD A),1499,88,120,05/17 →
