Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3 CDTI,"Y13DT, Z13DT",1248,51,70,07/05 → 06/10
1.3 CDTI,Z13DTJ,1248,55,75,12/05 → 10/09
1.4 16V,Z14XEP,1364,66,90,07/04 → 10/09
1.6,Z16SE,1598,64,87,02/03 → 08/04
1.6 16V,Z16XE,1598,74,100,02/03 → 02/06
1.6 16V,Z16XEP,1598,77,105,02/06 → 09/10
1.6 16V Turbo,Z16LET,1598,132,180,02/06 → 06/10
1.7 CDTI,Z17DTH,1686,74,100,09/03 → 08/05
1.7 CDTI,"Z17DTR, A17DTR",1686,92,125,11/06 → 06/10
1.7 DTI,Y17DIT,1686,55,75,09/03 → 06/10
1.8 18V,Z18XE1,1796,92,125,02/03 → 08/05
