Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"840d Mild-Hybrid (G14, G15, G16, F91, F92, F93)","B57D30B, JA1",2993,250,340,11/20 →
"840d xDrive (G14, G15, G16)",B57 D30 B,2993,235,320,10/18 → 10/20
"840i (G15, G16)",B58 B30 C,2998,250,340,07/19 → 10/20
"M8 Competiton (F91, F92, F93)",S63 B44 B,4395,460,625,07/19 →
"M8 Coupe (F91, F92, F93)",,4395,441,600,07/19 →
"M850i xDrive (G14, G15, G16)",N63 B44 D,4395,390,530,10/18 →
