Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 12V (6L1),"AZQ, BME",1198,47,64,02/02 → 12/09
1.2 12V (6L1),BXV,1198,51,70,06/06 → 12/09
1.2 6V (6L1),BBM,1198,44,60,06/07 → 12/09
1.4 16V (6L1),"BBY, BKY",1390,55,75,02/02 → 12/09
1.4 16V (6L1),"AUB, BBZ",1390,74,100,02/02 → 12/09
1.4 16V (6L1),BXW,1390,63,86,06/06 → 12/09
1.4 TDI (6L1),AMF,1422,55,75,02/02 → 12/09
1.4 TDI (6L1),BNM,1422,51,70,06/05 → 12/09
1.4 TDI (6L1),"BMS, BNV",1422,59,80,06/05 → 12/09
1.6 16V (6L1),BAH,1595,74,100,02/03 → 12/09
1.6 16V (6L1),BTS,1595,77,105,09/06 → 12/09
1.8 T 20V FR (6L1),"BJX, BKV",1781,110,150,02/04 → 12/09
1.8 T Cupra (6L1),"BBU, BLZ",1781,132,180,05/04 → 12/09
1.9 SDI (6L1),ASY,1896,47,64,02/02 → 12/09
1.9 TDI (6L1),"ATD, AXR, BMT",1896,74,100,02/02 → 12/09
1.9 TDI (6L1),"ASZ, BLT",1896,96,130,02/02 → 12/09
1.9 TDI (6L1),ASZ,1896,112,152,07/03 → 06/04
1.9 TDI Cupra (6L1),"BPX, BUK",1896,118,160,05/04 → 12/09
2.0 (6L1),"AZL, BBX",1984,85,115,04/02 → 12/09
