Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,RFZ (XU10J2Z),1998,89,121,06/89 → 12/99
2.0,,1998,84,114,06/89 → 12/99
2.0,,1998,79,107,02/90 → 12/99
2.0 16V,RFV (XU10J4R),1998,97,132,07/94 → 12/99
2.0 Turbo,RGX (XU10J2TE),1998,108,147,07/91 → 12/99
2.0 Turbo,RGY (XU10J2TE),1998,104,141,07/92 → 12/99
2.1 D,P9A (XUD11A),2138,60,82,05/89 → 07/95
2.1 TD,PHZ (XUD11ATE),2088,80,109,06/89 → 12/99
2.1 TD 12V,P8C (XUD11BTE),2088,80,109,08/94 → 12/99
2.5 TD,THY (DK5ATE),2446,95,129,07/94 → 10/99
3.0,UFZ (ZPJ),2963,123,167,10/89 → 12/99
3.0 SV 24,UKZ (ZPJ4/Z),2963,147,200,06/90 → 12/99
3.0 V6,,2946,140,190,04/97 → 12/99
