Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 16V (188),176B9.000,1242,59,80,09/99 → 04/06
1.2 8V (188/188AX),188A4.000,1242,44,60,09/99 → 10/09
1.2 Natural Power (188),188 A4.000,1242,44,60,09/03 → 03/12
1.3 JTD (188),188 A9.000,1248,51,70,07/03 → 10/05
1.4 16V (188),843 A1.000,1368,70,95,07/03 → 03/12
1.8 16V (188),183A1.000,1747,96,130,09/99 → 03/12
1.9 D (188/188AX),188A3.000,1910,44,60,09/99 → 09/03
1.9 JTD (188/188AX),188A7.000,1910,63,85,11/01 → 10/09
1.9 JTD (188),188A2.000,1910,59,80,09/99 → 09/03
1.9 JTD (188),188 B2.000,1910,74,100,07/03 → 03/12
