Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 i,Ford Zetec,1796,96,130,01/93 → 05/00
2.0 i,Rover M16,1996,103,140,08/88 → 08/92
2.0 i,Rover T16,1994,99,135,08/92 → 05/00
2.0 i,Fiat,1995,90,122,01/85 → 08/88
