Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 TFSI (FV),CJSA,1798,132,179,08/15 → 08/18
2.0 (FV),DNUF,1984,225,306,08/18 →
2.0 (FV),DHHA,1984,170,231,09/18 →
2.0 TDI (FV),CUNA,1968,135,184,07/14 →
2.0 TFSI (FV),CHHC,1984,169,230,07/14 →
2.0 TFSI (FV),"CYFB, DLRA",1984,215,292,07/14 →
2.0 TFSI (FV),CNTC,1984,162,220,07/14 →
2.0 TFSI (TTS) (FV),CJXG,1984,228,310,07/14 →
2.0 TFSI (TTS) (FV),CJXF,1984,210,286,07/14 →
"2.0 TFSI (TTS) (FV, FVR)",DNFD,1984,235,320,11/20 →
"2.0, 40 TFSI (FV)",DKZB,1984,145,197,11/18 →
"2.0, 45 TFSI (FV)",DKTB,1984,180,245,07/18 →
2.5 TSI (TTRS) (FV),"DAZA, DNWA",2480,294,400,05/16 →
