Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
CLS 280 (C219.354),M272.943,2996,170,231,06/06 → 03/09
CLS 300 (C219.354),M272.943,2996,170,231,04/09 → 12/10
CLS 320 CDI (C219.322),OM 642.920,2987,165,224,08/05 → 03/09
CLS 350 (C219.356),M272.964,3498,200,272,10/04 → 12/10
CLS 350 CDI (C219.322),OM 642.920,2987,165,224,04/09 → 12/10
CLS 350 CGI (C219.357),M272.985,3498,215,292,08/06 → 12/10
CLS 500 (C219.375),M113.967,4966,225,306,10/04 → 06/06
CLS 500 (C219.372),M273.960,5461,285,388,06/06 → 12/10
CLS 55 AMG (C219.376),M113.990,5439,350,476,02/05 → 05/06
CLS 63 AMG (C219.377),M156.963,6208,378,514,03/06 → 12/10
