Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,NSG,1998,84,114,01/95 → 12/00
"2.0 (EDL, EDS)",NSG,1998,84,114,08/95 → 12/00
2.0 (ESS),,1998,84,114,09/95 → 12/00
2.5 D,4HB,2496,56,76,07/94 → 12/00
2.5 D,,2496,51,70,08/95 → 12/00
"2.5 D (EDL, EDS)",,2496,56,76,08/95 → 12/00
2.5 D (ESS),4HB,2496,56,76,09/95 → 12/00
"2.5 D (EBL,EDL,EDS,E)",,2496,63,85,08/97 → 12/00
2.5 DI (E-BL/DS/SL/SS/U),"4FA, 4FB, 4FC",2496,51,69,04/97 → 12/00
2.5 DI/TDE (EAL/AS/EML/ENEL),4ED,2496,85,116,05/99 → 03/00
2.5 TDE,,2496,85,115,11/97 → 12/00
2.5 TDE,,2496,63,85,11/97 → 12/00
2.5 TDE,"4HA, 4HD",2496,55,75,11/98 → 12/00
2.5 TDE,,2496,74,100,11/98 → 12/00
2.5 TDi (EDL),4GC,2496,63,85,07/94 → 12/00
2.5 TDi (EDL),4EB,2496,74,101,08/95 → 12/00
2.5 TDi (EDS),,2496,63,85,09/95 → 12/00
2.5 TDi (ESS),4GC,2496,63,85,09/95 → 12/00
2.5 TDi (ESS),4EB,2496,74,101,09/95 → 12/00
