Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6,Duratec,1596,74,100,05/07 → 08/10
1.6 TDCi,Duratorq,1560,74,101,05/07 → 08/10
1.6 TDCi,Duratorq,1560,66,90,05/07 → 08/10
1.6 TDCi,Duratorq,1560,80,109,05/07 → 08/10
"1.8 16V, 1.8 flexifuel",Duratec,1798,92,125,05/07 → 08/10
1.8 TDCi,Duratorq,1753,85,115,05/07 → 09/10
2.0 TDCi,Duratorq,1997,98,133,05/07 → 08/10
2.0 TDCi,Duratorq,1997,81,110,05/07 → 08/10
2.0 TDCi,Duratorq,1997,100,136,05/07 → 08/10
"2.0, 2.0 Bi-fuel CNG",Duratec,1999,107,145,05/07 → 08/10
