Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
3.0 V6 Turbodiesel,M05.9D,2967,176,240,02/09 → 05/10
3.2 V6,M02.2Y,,184,250,09/03 → 02/07
3.6 V6,M55.01,3598,213,290,02/07 → 05/10
4.5 V8,M48.00,4511,250,340,11/02 → 02/07
4.5 V8 Turbo,M48.50,4511,330,450,11/02 → 02/07
4.5 V8 Turbo,M48.50S Powerkit,4511,368,500,12/04 → 02/07
4.5 V8 Turbo S,M48,4511,383,521,02/06 → 02/07
4.8 V8 S,M48.01,4806,283,385,02/07 → 05/10
"4.8 V8 GTS, Transsyberia",M48.01,4806,298,405,03/08 → 05/10
4.8 V8 Turbo,M48.51,4806,368,500,02/07 → 05/10
4.8 V8 Turbo,M48.51,4806,397,540,02/07 → 05/10
4.8 V8 Turbo S,M48.51,4806,405,550,07/08 → 05/10
