Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
407 D (611/T1),OM 616.913/939,2398,53,72,07/81 → 01/89
408 D (611/T1),OM 601.940,2299,59,80,11/88 → 12/95
409 D (611/T1),OM 617.913,2998,65,89,04/82 → 01/89
410 (611/T1),"M 102.942, 945",2299,73,100,08/82 → 12/95
410 D (611/T1),OM 602.940,2874,71,96,11/88 → 12/95
L 405 (309),OM 621,1990,37,50,09/63 → 08/65
L 405 D (309),OM 615,2197,44,60,01/72 → 12/80
L 406 (309),OM 621,1990,40,55,09/65 → 12/66
L 406 D (309),OM 615,2197,44,60,01/72 → 12/80
L 406 DG (309),OM 621.932,2172,44,60,01/67 → 12/69
L 406 DG (309),OM 615.910,2172,44,60,01/68 → 12/74
L 407 D (309),OM 616.960,2400,53,72,12/80 → 06/89
L 407 D (309),OM 616.910,2400,53,72,01/75 → 12/88
L 408 D (309),OM 314.946,3780,59,80,01/68 → 12/69
L 408 DG (309),OM 314.948,3780,63,85,01/70 → 12/74
L 408 G (309),M 115.I,2190,63,85,01/68 → 12/72
L 409 (309),M 115.952,2300,66,90,01/75 → 08/82
