Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0L Bi-Turbo Panther Raptor,,,157,213,02/20 →
2.5 D,MD25NA,2499,57,78,10/99 → 04/02
2.5 TD,MD25TI,2499,80,109,10/99 → 02/07
2.5 TD,MD25,2499,62,84,04/02 → 02/07
