Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.5 CS,M 30 B 25,2494,110,150,09/74 → 03/76
2000 C/CA,M 10 B 20,1990,74,101,10/65 → 06/70
2000 CS,M 10 B 20,1990,88,120,10/65 → 06/70
2800 CS,M 30 B 28,2788,125,170,01/69 → 04/71
3.0 CS,M 30 B 30,2985,132,180,05/71 → 03/76
3.0 CSL,M 30 B 32,3153,152,206,01/74 → 12/75
3.0 CSi,M 30 B 30,2985,147,200,07/71 → 03/76
